"company","job_link","role","location","location_link","remote/on-site","compensation","link","quick_apply"
"Chess","https://www.ziprecruiter.com/co/Chess/Jobs?uuid=I9oDy9pNyslS8DyfWTtCcJly4KU%3D&radius=25","Data Analyst, Growth & Monetization - ChessKid","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/8b77521a.png",""
"Lingraphica","https://www.ziprecruiter.com/co/Lingraphica/Jobs/-in-Princeton,NJ?uuid=v90XHljJ2scipTLvA8zx9hw39MM%3D&radius=25","Sr. Data Analyst","Princeton, NJ","https://www.ziprecruiter.com/jobs-search?location=Princeton%2CNJ&search=Data","· On-site +1","$91.60K - $107.20K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/74a1c7ba.png",""
"Winaxis LLC","https://www.ziprecruiter.com/co/Winaxis-LLC/Jobs/-in-Lewes,DE?uuid=hZ%2F8p%2FwjVGEW76DJ5TB3ELcRVfk%3D&radius=25","Data Analyst","Lewes, DE","https://www.ziprecruiter.com/jobs-search?location=Lewes%2CDE&search=Data","· On-site +1","","","Quick apply"
"OpenLoop Health, Inc","https://www.ziprecruiter.com/co/OpenLoop-Health,-Inc/Jobs?uuid=D9cQ5HJZIPFDHSZr1kgrSZ5mce0%3D&radius=25","Staff Data Analyst","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/0d92e4f0.png",""
"Fifth Third","https://www.ziprecruiter.com/co/Fifth-Third/Jobs/-in-Cincinnati,OH?uuid=&radius=25","Consumer Lending Data Analyst","Cincinnati, OH","https://www.ziprecruiter.com/jobs-search?location=Cincinnati%2COH&search=Data","· On-site +1","","",""
"DataCatalyst LLC","https://www.ziprecruiter.com/co/DataCatalyst-LLC/Jobs/-in-Manhattan,NY?uuid=pPI7y1UyW9Txa5aQhbldZe3VAjs%3D&radius=25","MDM Data Mapping Analyst (Sr Consultant Level)","Manhattan, NY","https://www.ziprecruiter.com/jobs-search?location=Manhattan%2CNY&search=Data","· On-site +1","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/f04936cf.png",""
"One, Inc.","https://www.ziprecruiter.com/co/One,-Inc./Jobs?uuid=r9UDgasdXIkQQUfA4iNz0VGrkJ4%3D&radius=25","Data Analyst III","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/664edfe3.png",""
"Defense Holdings, Inc.","https://www.ziprecruiter.com/co/Defense-Holdings,-Inc./Jobs?uuid=&radius=25","Data Entry & Records Management","Madison, WI","https://www.ziprecruiter.com/jobs-search?location=Madison%2CWI&search=Data","· Remote","$17.25 - $23/hr","",""
"IMAGINEEER LLC","https://www.ziprecruiter.com/co/IMAGINEEER-LLC/Jobs/-in-Arlington,VA?uuid=&radius=25","Scientific Data Analyst","Arlington, VA","https://www.ziprecruiter.com/jobs-search?location=Arlington%2CVA&search=Data","· On-site +1","$110K - $115K/yr","","Quick apply"
"Eitacies Inc","https://www.ziprecruiter.com/co/Eitacies-Inc/Jobs?uuid=JF8%2FJzTxqfknP%2FebCKG1aOkUh1A%3D&radius=25","Data Analyst II","Santa Clara, CA","https://www.ziprecruiter.com/jobs-search?location=Santa+Clara%2CCA&search=Data","· Remote","$60/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/efc5dad4.png","Quick apply"
"Keystone RV Center","https://www.ziprecruiter.com/co/Keystone-RV-Center/Jobs?uuid=CAV74exOj6jljIHQCFGGNBqjylg%3D&radius=25","Data Input Clerk (Remote)","San Francisco, CA","https://www.ziprecruiter.com/jobs-search?location=San+Francisco%2CCA&search=Data","· Remote","$17.50 - $23.25/hr","","Quick apply"
"Kiewit Corporation","https://www.ziprecruiter.com/co/Kiewit-Corporation/Jobs?uuid=tkpJwfTkBpYnRhpkWSS%2BQIpzgo0%3D&radius=25","Data Engineer-Kiewit Nuclear Solutions","Dallas, TX","https://www.ziprecruiter.com/jobs-search?location=Dallas%2CTX&search=Data","· Remote","$136K - $142K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/b2cc1cf0.png",""
"CRH","https://www.ziprecruiter.com/co/CRH/Jobs/-in-Atlanta,GA?uuid=oiDvIYg2LLKogWWhSXBeXrbn03k%3D&radius=25","Master Data Specialist - Remote","Atlanta, GA","https://www.ziprecruiter.com/jobs-search?location=Atlanta%2CGA&search=Data","· On-site +1","$90K - $105K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/225cc024.png",""
"BizFirst","https://www.ziprecruiter.com/co/BizFirst/Jobs?uuid=&radius=25","Snowflake Data Engineer & Developer","Leesburg, FL","https://www.ziprecruiter.com/jobs-search?location=Leesburg%2CFL&search=Data","· Remote","$70K - $95K/yr","","Quick apply"
"Amat","https://www.ziprecruiter.com/co/Amat/Jobs/-in-Santa-Clara,CA?uuid=&radius=25","Data Analyst (New College Grad/ Early Career)","Santa Clara, CA","https://www.ziprecruiter.com/jobs-search?location=Santa+Clara%2CCA&search=Data","· On-site +1","$119.50K - $164.50K/yr","",""
"Intus, Inc","https://www.ziprecruiter.com/co/Intus,-Inc/Jobs?uuid=W9WYgD3uCWWR5YDDkeoV39kKHWo%3D&radius=25","Sr Data Analyst/Scientist","","","","$120/hr","",""
"Changeis","https://www.ziprecruiter.com/co/Changeis/Jobs?uuid=Ti4UpO3D6JV%2FQPDyL3%2FiMgjTLx4%3D&radius=25","Data Analyst","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/a4e7f6a8.png",""
"DevTech Systems, Inc.","https://www.ziprecruiter.com/co/DevTech-Systems,-Inc./Jobs?uuid=nD%2B%2FiMcrElrkwOAf2Dp9KB5lqYs%3D&radius=25","Data Engineer and Analyst","Washington, DC","https://www.ziprecruiter.com/jobs-search?location=Washington%2CDC&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/038f4dd8.png","Quick apply"
"Catena Clearing","https://www.ziprecruiter.com/co/Catena-Clearing/Jobs?uuid=&radius=25","Data & Insights Analyst","","","","","",""
"Grid Dynamics Holdings","https://www.ziprecruiter.com/co/Grid-Dynamics-Holdings/Jobs?uuid=NKC8kU7Rh3443zH%2BD2jQavEsB88%3D&radius=25","Staff Data Analyst (Spanish)","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/89a4c7b0.png",""
"OncoHealth","https://www.ziprecruiter.com/co/OncoHealth/Jobs?uuid=5%2BF91Wz%2FUTMw95M2yePq3uNQycM%3D&radius=25","Data Analyst","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/bbc90ad5.png",""
"Microsoft Legal Department","https://www.ziprecruiter.com/co/Microsoft-Legal-Department/Jobs/-in-Charlotte,NC?uuid=&radius=25","Data Analytics","Charlotte, NC","https://www.ziprecruiter.com/jobs-search?location=Charlotte%2CNC&search=Data","· On-site +1","$141K - $171K/yr","",""
"Firstsource","https://www.ziprecruiter.com/co/Firstsource/Jobs?uuid=fQD6CKvrDce5tL7MBtoKSZYdA%2BA%3D&radius=25","Healthcare Data Entry Specialist","","","","$14/hr","",""
"Trading Economics","https://www.ziprecruiter.com/co/Trading-Economics/Jobs?uuid=vURyOEiyqwFqT8qktd6b5qlexho%3D&radius=25","DATA ANALYST","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/2ef3bce2.png",""
"Elder Research","https://www.ziprecruiter.com/co/Elder-Research/Jobs?uuid=FOmpnTaf%2FOJawhNcefBaVsTTE0g%3D&radius=25","Data Analyst (Remote)","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/771e94fa.png",""
"MELE Associates","https://www.ziprecruiter.com/co/MELE-Associates/Jobs/-in-Washington,DC?uuid=WzlmfIlCizMG1yFle4w1LxRQmVc%3D&radius=25","Data Evaluator/Analyst","Washington, DC","https://www.ziprecruiter.com/jobs-search?location=Washington%2CDC&search=Data","· On-site +1","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/346cf8ab.png",""
"Next Step Systems","https://www.ziprecruiter.com/co/Next-Step-Systems/Jobs/-in-Washington,DC?uuid=y5bbU9q9s1WQJfFJpER7VQFwrMY%3D&radius=25","Data Analyst, Python Programming - Work From Home","Washington, DC","https://www.ziprecruiter.com/jobs-search?location=Washington%2CDC&search=Data","· On-site +1","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/d3935be6.png",""
"Thunkable","https://www.ziprecruiter.com/co/Thunkable/Jobs?uuid=qsv6DqkSzBch%2Bvd9V%2BnJph%2FplsA%3D&radius=25","Sr. Data Analyst","San Francisco, CA","https://www.ziprecruiter.com/jobs-search?location=San+Francisco%2CCA&search=Data","· Remote","$90K - $130K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/02c8f06f.png",""
"InTulsa Initiative LLC","https://www.ziprecruiter.com/co/InTulsa-Initiative-LLC/Jobs?uuid=&radius=25","Data Analyst","Tulsa, OK","https://www.ziprecruiter.com/jobs-search?location=Tulsa%2COK&search=Data","· Remote","","",""
"Bonterra","https://www.ziprecruiter.com/co/Bonterra/Jobs?uuid=Ajv1aOfljgk02uY80HwWxl2Tq%2FE%3D&radius=25","Senior Commercial Data Analyst","","","","$95K - $120K/yr","",""
"Consertus, Inc.","https://www.ziprecruiter.com/co/Consertus,-Inc./Jobs/-in-San-Juan,PR?uuid=&radius=25","Jr. Data Analyst - On-Site (Puerto Rico)","San Juan, PR","https://www.ziprecruiter.com/jobs-search?location=San+Juan%2CPR&search=Data","· On-site +1","","",""
"TELUS International","https://www.ziprecruiter.com/co/TELUS-International/Jobs?uuid=cbGmEWQn8%2BvJhZSGAbOXGVZsbu0%3D&radius=25","Online Data Analyst - United States of America","","","","","",""
"Erie Insurance","https://www.ziprecruiter.com/co/Erie-Insurance/Jobs/-in-Erie,PA?uuid=zhv8Mz8v2kh7Bv%2F0en0a0suBDJ4%3D&radius=25","IT Senior Data Management Analyst","Erie, PA","https://www.ziprecruiter.com/jobs-search?location=Erie%2CPA&search=Data","· On-site +1","$86.95K - $138.90K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/522c0d62.png",""
"AHU Technologies, Inc.","https://www.ziprecruiter.com/co/AHU-Technologies,-Inc./Jobs?uuid=&radius=25","Data Analyst/ Curam","","","","$73 - $81/hr","",""
"Highmark Health","https://www.ziprecruiter.com/co/Highmark-Health/Jobs?uuid=H5s59MTfLLpvTl4n9Jq86bjO9Ys%3D&radius=25","Data Solutions Analyst","New York, NY","https://www.ziprecruiter.com/jobs-search?location=New+York%2CNY&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/cf1906b9.png",""
"WCC","https://www.ziprecruiter.com/co/WCC/Jobs?uuid=XHtR8EE4pARZvzyLV3%2F220RoDh4%3D&radius=25","Healthcare Statistics Data/SAS Analyst II","Oklahoma City, OK","https://www.ziprecruiter.com/jobs-search?location=Oklahoma+City%2COK&search=Data","· Remote","","","Quick apply"
"Inizio Engage","https://www.ziprecruiter.com/co/Inizio-Engage/Jobs?uuid=&radius=25","Data Analyst","","","","","",""
"Customs and Border Protection","https://www.ziprecruiter.com/co/Customs-and-Border-Protection/Jobs/-in-Washington,DC?uuid=JUqK%2BARiZwD2yayG7dmdpGq2a7s%3D&radius=25","Program Analyst ( Data Analyst)","Washington, DC","https://www.ziprecruiter.com/jobs-search?location=Washington%2CDC&search=Data","· On-site +1","$102.42K - $158.32K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/47da8b54.png",""
"RVO Health","https://www.ziprecruiter.com/co/RVO-Health/Jobs/-in-Minneapolis,MN?uuid=&radius=25","Senior Data Analyst","Minneapolis, MN","https://www.ziprecruiter.com/jobs-search?location=Minneapolis%2CMN&search=Data","· On-site +1","$97K - $120K/yr","",""
"Chainlink Labs","https://www.ziprecruiter.com/co/Chainlink-Labs/Jobs?uuid=7auxw1Gi5k1besyKRnG3jg32Tzo%3D&radius=25","Data Risk Operations Analyst","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/7fdb34b4.png",""
"Truveta","https://www.ziprecruiter.com/co/Truveta/Jobs/-in-Seattle,WA?uuid=t%2B95kbvFMgeCnwM21Dq7tsbTcw4%3D&radius=25","Real World Data Analyst","Seattle, WA","https://www.ziprecruiter.com/jobs-search?location=Seattle%2CWA&search=Data","· On-site +1","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/abdcef7b.png",""
"psudo","https://www.ziprecruiter.com/co/psudo/Jobs?uuid=LFPsGx6KC8pgYwDDJ%2Blyyv2PjIY%3D&radius=25","Data Analyst / Data Scientist","","","","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/39561544.png",""
"AssistRx","https://www.ziprecruiter.com/co/AssistRx/Jobs?uuid=%2FPlEQG9sVmfajT05Ro8L7I6LEWQ%3D&radius=25","Data Reporting Analyst (HealthTech)","Orlando, FL","https://www.ziprecruiter.com/jobs-search?location=Orlando%2CFL&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/73c8375a.png","Quick apply"
"PEOPLE TECHNOLOGY AND PROCESSES LLC","https://www.ziprecruiter.com/co/PEOPLE-TECHNOLOGY-AND-PROCESSES-LLC/Jobs?uuid=dCq%2B7NxrHiwgGzsAfrGZEu9mgG8%3D&radius=25","Data Analyst","Arlington, VA","https://www.ziprecruiter.com/jobs-search?location=Arlington%2CVA&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/e2015b6e.png",""
"Acumenian","https://www.ziprecruiter.com/co/Acumenian/Jobs/-in-San-Juan,PR?uuid=UcGnR9TNOGHFc4IAlIxAxQmZmwc%3D&radius=25","Jr. Data Analyst - On-Site (Puerto Rico)","San Juan, PR","https://www.ziprecruiter.com/jobs-search?location=San+Juan%2CPR&search=Data","· On-site +1","","",""
"Analytic Services Inc","https://www.ziprecruiter.com/co/Analytic-Services-Inc/Jobs/-in-Arlington,VA?uuid=&radius=25","Data Scientists and Data Analysts - Future Consideration","Arlington, VA","https://www.ziprecruiter.com/jobs-search?location=Arlington%2CVA&search=Data","· On-site +1","","",""
"Confie","https://www.ziprecruiter.com/co/Confie/Jobs/-in-Addison,TX?uuid=OzS9LparpPhLKMaWJV46ug%2FvL%2Fg%3D&radius=25","Data Transformation Engineer","Addison, TX","https://www.ziprecruiter.com/jobs-search?location=Addison%2CTX&search=Data","· On-site +1","$110K - $120K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/871e100e.png",""
